Cell_ID,Cell_Type,Disease_Status,Gene_E_Housekeeping,Gene_A_Oncogene,Gene_B_Immune,Gene_C_Stromal,Gene_D_Therapy,Pathway_Score_Inflam,UMAP_1
C1621,Cancer,Tumor,4.8465490272193295,13.793048848015726,1.9195052456714297,2.607964566018832,11.256188967486285,4.039120575420418,1.721661868365355
C1622,T_Cell,Tumor,4.54508693357403,3.5561528968217213,14.132819720238462,3.8477435155514477,1.2120665364673706,14.202823213882713,7.258093946323096
C1623,Cancer,Tumor,4.939385776000193,12.306824184184048,2.8692897727985587,3.803113008229738,8.841844105343359,4.2121435516584835,1.0201726982443287
C1624,Fibroblast,Tumor,5.511417205761883,5.522538215860031,2.773700871433878,12.007238198442074,1.7957447142838707,2.5381586376732144,11.932818123214535
C1625,Cancer,Tumor,4.335459470387832,13.497827109846803,3.538600367689134,2.797160864384299,9.931456646496512,9.15850163321693,0.36510347706039137
C1626,Fibroblast,Tumor,5.018940540413553,1.7040634304193376,2.0646047487907633,13.191531876229543,2.369805835384162,1.7677535601609966,11.370731329341359
C1627,Cancer,Tumor,5.450679139317543,12.117119021330616,3.6311073745839835,3.617109103665432,10.01850346204009,7.17222423811356,1.122046654550223
C1628,Cancer,Tumor,4.932596112734797,13.055066889191114,2.5135635994989025,3.0599335696634697,8.989751013024069,6.624143419183543,0.8938762248935735
C1629,Cancer,Tumor,5.346496100764368,12.537931070251242,4.10135449241929,4.685827717175623,10.333436517953942,4.86081213016201,1.2726206379041183
C1630,Fibroblast,Healthy_Control,4.834641259200109,2.686542907539156,1.7299507048717426,13.428466015544334,3.0212745508547347,3.3940911071181716,9.885873028747447
C1631,T_Cell,Tumor,5.060691214946099,8.767037715707385,12.294370331044634,3.840939770241816,1.4533025533387631,13.385529112812415,7.247992162457378
C1632,T_Cell,Tumor,5.198819792866411,4.841135148907615,11.640255235172068,2.717674554415407,2.486000487119637,11.743309332906044,8.13013901313933
C1633,Fibroblast,Healthy_Control,4.6992585191112894,1.4705170605510278,2.2641736485845483,13.859635559663598,3.4301099889206736,1.2344797570114918,10.54900546398818
C1634,Cancer,Tumor,6.068038203843203,13.341737106184826,3.6557634989659245,6.313810389515047,9.932393918706572,7.35755847960479,3.145605302667443
C1635,T_Cell,Tumor,5.2702465593277,3.6256871569655718,11.712275080452624,3.946164733722494,2.7959603376997864,10.198117513143789,6.397397121141074
C1636,Fibroblast,Tumor,5.665738813434978,2.191905393215744,3.3108218487841374,14.782255245837725,4.081204059730198,3.4459355911088223,10.703734564852251
C1637,T_Cell,Healthy_Control,5.53614730383072,4.546449329864036,13.292086873631483,3.0041583749058334,1.2033350166350694,10.831775682262466,7.951867780875205
C1638,Fibroblast,Tumor,5.140294080121046,1.786080818714013,3.6797538250381905,14.505571554185579,4.110395461076444,3.194260565547202,10.162012026078088
C1639,T_Cell,Tumor,5.712730502426323,5.575637995271299,11.00421264807202,4.638662353392722,1.1256996400944637,11.94141411567567,6.841366345335325
C1640,Fibroblast,Healthy_Control,5.069324085350133,6.317976099526518,2.387113921750669,13.59311620664558,3.6559959940439697,1.0,12.203336301664338
C1641,T_Cell,Tumor,4.625880267099592,8.79224502000345,12.303606386718718,3.2293243399963973,2.8705228086349357,11.931624937547065,6.174754100329494
C1642,Fibroblast,Tumor,4.982545899921926,2.115820244778685,3.682599150142248,12.011270445090616,2.689193427905627,4.538963842255421,11.413386490531995
C1643,T_Cell,Tumor,4.5000848136627765,2.277855290461493,11.506858612712058,3.2752588494872783,1.797267813467633,8.257055845009992,7.3574102864522875
C1644,Cancer,Tumor,4.03422782135029,14.81512624835856,3.0348252810918974,3.9973241737816263,9.582788253116389,7.472927868250106,0.15408440412834534
C1645,T_Cell,Tumor,4.569576410725678,5.751755464306688,12.028658659750397,2.5653099591247557,1.1778422657670347,12.052006765600279,6.569103149529195
C1646,T_Cell,Healthy_Control,5.011487503704795,5.0225675460275045,12.168757448756148,2.1679405748212535,1.3138488371226473,11.01204548414515,8.667043770933546
C1647,T_Cell,Tumor,5.531124679897763,5.540899493060053,10.941098691336407,3.4252737050578625,2.34387738889831,10.867020481101092,7.156656759384853
C1648,Fibroblast,Tumor,4.568219649437282,6.171420531541723,1.7979061259864022,13.575452169778224,3.7572405018145543,5.732716887261349,11.268684372483857
C1649,Fibroblast,Tumor,5.502639083595264,4.030415166186174,1.3669744388899214,12.112794733934429,2.8327435458616557,1.2941619919495082,11.166555187205423
C1650,T_Cell,Tumor,4.409209804100136,3.4674067624056035,11.945257964178536,3.3561196134367663,1.0504464356460939,8.51467356948115,8.429960712884553
C1651,T_Cell,Tumor,4.539147159797968,2.280103942624472,10.827823002464525,3.646792704266605,0.9618145218410281,8.709569685772244,6.318356359733703
C1652,T_Cell,Healthy_Control,5.74895481789027,3.361452091003421,14.694483424874221,5.143245737320335,1.7496869876860264,11.272273246911704,6.525078313578614
C1653,Cancer,Tumor,4.99887560329896,13.55356083188203,3.5192694397926827,2.824504555204475,9.398104602156037,7.459020362167438,1.4224712206634427
C1654,Cancer,Tumor,4.8897624541484905,12.653880134000183,1.9392600397579993,6.637640118998367,11.182747747261233,4.664309252647946,1.889013789270062
C1655,T_Cell,Tumor,5.093332046809863,3.693745351179819,13.1139652709271,3.3708238097915584,1.2659062291966832,12.518963750515184,7.107595890772019
C1656,T_Cell,Tumor,4.411092538761568,2.5475818618230233,13.11712803847,2.217751982725348,2.4550505369721316,11.69475366203037,7.127393227932769
C1657,Fibroblast,Tumor,4.813671993837346,5.608875716603097,4.2271211101867285,12.965711897318137,2.3267780730044,4.036548260592698,10.61346941062299
C1658,Fibroblast,Tumor,4.976506809878286,4.3708934184577375,2.1894223445951817,12.284612907244053,2.595840849379541,1.6789132307828705,11.42497773395237
C1659,T_Cell,Tumor,5.6254145983410115,3.1701916466760824,12.59073941069433,3.131274096808873,2.009606077573407,8.934065604266078,5.675406321692735
C1660,Fibroblast,Tumor,4.2115737510780615,4.010858050762522,4.2504327100479715,13.87044187228893,3.3688953442218446,6.180703049649607,10.616709932093517
C1661,T_Cell,Tumor,5.931774458515665,2.5084171543766485,13.738975739760189,3.6204589745031495,2.2644522244793865,12.530384452123217,6.425172845511816
C1662,Fibroblast,Tumor,4.913708575736613,2.60239489334557,1.735570204450626,12.271490532642943,2.3731051134436107,1.552968528037853,10.229134767783847
C1663,Cancer,Tumor,4.453468662845074,12.976015132275482,2.651934985353308,2.179237333922025,9.940278019197208,6.9237370388170625,0.25353304279277133
C1664,T_Cell,Tumor,4.373748609017325,3.4934410997305534,11.16403100303977,3.8076319086516666,1.520050938320073,8.32270996331432,7.162761296270527
C1665,Fibroblast,Tumor,5.112608577504949,3.9421448719141643,5.212259418291689,14.103828829947606,1.7884537543751349,4.0401646720418265,11.30071591198903
C1666,Cancer,Tumor,4.349569128228707,13.947803753292845,3.3378461322011375,2.81284188210535,10.06559058601591,5.392482112489873,1.8057072775276506
C1667,Fibroblast,Tumor,4.704830138046574,2.3213291973337657,3.800849871542188,11.420762308241308,4.287899200109713,4.151984462447761,11.658911143979523
C1668,Cancer,Tumor,4.8526967460506,13.637232269018275,3.3219553534521027,2.2501804917267,11.698122368656485,5.841771990493878,2.2808370115147194
C1669,Cancer,Tumor,5.576414127810548,12.783667350328583,3.214741810648943,4.599751146469715,10.15488714819754,4.225787527707114,0.07249451367727033
C1670,T_Cell,Tumor,5.507191862984279,1.087581199976042,11.150531202947255,2.5882570193078074,2.088560635428885,9.383688422592364,7.441651895588538
C1671,Fibroblast,Healthy_Control,4.66609900233573,11.428695399921335,2.4620596765519167,12.94890589447298,1.2161811860621254,6.257795189885815,11.127744934751588
C1672,Cancer,Tumor,4.870747006193558,12.803329915489106,2.9128890999955224,3.98151897265103,13.897804266968855,5.9673938539474,1.619950729374871
C1673,Cancer,Tumor,4.24321381444811,12.860336330192762,2.305749414411129,2.989451663078575,11.528605951191158,7.41232389175955,1.4132957123759897
C1674,T_Cell,Tumor,4.059501678253525,2.298156486214275,11.171656908317594,5.275432490658602,2.6413049413530714,10.830961409307136,6.614724454697431
C1675,T_Cell,Healthy_Control,4.401137860441639,2.552101009713893,11.662247416415383,2.923256578397897,1.9133450488739472,11.773446005837938,7.36951731144387
C1676,Fibroblast,Tumor,5.564979046548538,3.4975692035256696,2.3384927896068475,12.484997656096679,1.379630324960247,4.095731334155939,10.313729478326971
C1677,Fibroblast,Tumor,5.3777864465721885,6.1156776920360265,2.8924453954155305,14.910297606479789,3.019547770820128,4.502457365460105,11.771998976857752
C1678,Fibroblast,Healthy_Control,5.169164292841824,3.49037508003975,2.4649695700457497,13.363999292918866,2.875549550385746,1.1533061253947872,10.651636325042325
C1679,T_Cell,Tumor,4.301925631720666,3.330554983418774,11.278760852468618,2.31100136460052,0.8012792838824914,9.502978744917954,5.57109376988917
C1680,Fibroblast,Healthy_Control,4.634247095570211,5.788580108490051,2.1060872974814155,13.874777113175778,3.2916934799203728,2.6528209393426176,11.078825875966093
C1681,T_Cell,Tumor,4.567170860931814,3.0965526359772113,11.851686925547812,3.0013777729995557,3.2517388745515285,9.077567630171261,6.175815393502766
C1682,Fibroblast,Tumor,4.893482346078376,3.774159839392768,3.7972126925392917,12.259603432856139,3.178711998335656,3.307802988111483,10.161259768229018
C1683,Fibroblast,Tumor,4.862799722477747,2.6810831523977514,3.515565101479606,13.417476639187557,3.175337721658118,1.4201046144491798,11.478657961380398
C1684,Fibroblast,Tumor,4.5019750604106665,6.901662562960705,1.7337867830525584,13.140831278952835,3.242206410022748,4.78344287672335,11.654289595060906
C1685,T_Cell,Tumor,5.151549758222223,5.478531431720107,12.762189031350811,1.886357638048529,1.5629598398195883,10.264941427579764,6.923685795840054
C1686,Cancer,Tumor,5.090115166781229,13.543136588294432,3.507515095577866,2.3257433092967847,10.64036121246249,8.08886846227219,0.09102769196605753
C1687,Cancer,Tumor,4.626319661674204,13.240132749100326,3.795949704212192,6.166028796851587,11.667133232774955,8.998912219597363,1.871993428962288
C1688,Cancer,Tumor,5.128508754861406,13.702309858972935,4.045741478245714,3.4017833030243936,9.884423062448239,6.198056396646459,1.2763164204761626
C1689,T_Cell,Tumor,5.565638565119203,3.561956736958982,11.247325416327886,5.18692495211897,1.2271970122047606,9.234691255378836,7.964783543564313
C1690,Fibroblast,Tumor,5.736869799220385,2.137039026409666,2.5821391866065775,13.66983154610152,1.8152058045015969,3.4546391046983542,12.376992526099084
C1691,Fibroblast,Tumor,5.224750038205496,5.546832693641094,5.089113643168388,15.000934685882145,3.348578790714101,5.080607934655249,9.947010539435615
C1692,Fibroblast,Tumor,5.209452921716619,3.4491073569889226,4.991893789805111,13.984717802446145,3.4739871401520026,3.828546102787496,12.730808739371307
C1693,Cancer,Tumor,4.857425511044596,17.45660215168548,2.776169034209766,2.415024769891971,10.202930896217394,8.119352542157916,0.4092221739396451
C1694,Fibroblast,Tumor,5.5133807068353535,4.364542254670299,3.4614849891551915,14.053149275901093,2.636495804903819,2.9676145115920303,10.62314513669059
C1695,T_Cell,Healthy_Control,4.471365084277775,1.5008339746282668,12.561193738767333,2.4098388380131945,2.113930906348057,13.705826197607099,7.718405609691723
C1696,Fibroblast,Tumor,5.4500268106600265,2.352825790374529,5.035188201904337,14.51327318058022,2.391872802040401,5.576566398851485,10.494844934196957
C1697,T_Cell,Healthy_Control,4.834481034142638,1.719541760315123,12.183583901590513,3.5600590725781047,1.2596632089102195,11.266691243551449,6.4306667461151665
C1698,Fibroblast,Healthy_Control,5.77296435143344,2.3422458554743812,1.920205816169432,13.331595872981232,2.059659759216447,2.1041548637450287,9.805486710508722
C1699,T_Cell,Tumor,5.275835879185696,2.070815321802573,11.438599530968062,2.8605024784115565,1.0666311128205446,12.566595855281616,6.065042323910051
C1700,T_Cell,Tumor,4.94161894499526,4.104652714001518,16.869980724004936,4.3205172343845195,2.3807904867574594,13.613429578719366,6.4299620552917025
C1701,Fibroblast,Tumor,4.859194998018859,3.339600223703056,1.8915423886403784,13.141296031126007,2.6078577583176923,3.656110346193471,11.542080658106434
C1702,Fibroblast,Tumor,5.2429972875897075,4.899462965621384,2.89287921406479,11.751512132479705,2.2813285368996334,1.7768440068559652,12.174960426973831
C1703,Fibroblast,Tumor,5.217699221045575,3.6939123249134034,6.0308528453896795,11.86955879468317,1.8291742630680443,9.373284751655405,10.468990700779365
C1704,Fibroblast,Tumor,4.7813718177463755,3.432667923853542,2.1953491412247748,12.168526517996689,3.5386802410747653,4.015931432109087,10.719459275933602
C1705,Fibroblast,Tumor,5.020971733718849,7.7457055301537325,1.1744500095289288,14.300022045793801,4.027570686165193,1.8534606310578314,10.304290251552931
C1706,Cancer,Tumor,5.4405429559826874,14.060603676218205,1.2466915862332488,4.410465343087645,9.041130704709856,6.004105368069191,0.43024372893019214
C1707,Cancer,Tumor,4.342569077885132,13.63751906131424,2.1992928129476224,3.6896796171582515,9.733189425696164,7.444811326381064,0.43213119717160087
C1708,T_Cell,Tumor,5.348788442416742,2.7481656957595137,10.60591874932644,3.6766776510607535,1.1027141609925484,7.968135971373589,6.107145519589223
C1709,Fibroblast,Tumor,5.240697511179827,2.444796077971797,3.9852064935079565,15.361801463210618,2.71803554953734,3.2311263630103912,10.964939563796769
C1710,T_Cell,Tumor,5.600368666498801,4.9530003619419345,12.104863302945018,3.711702318818618,2.4668774555007005,9.679535021503467,6.56009583098826
C1711,Cancer,Tumor,4.632401090164211,14.846710265986962,1.4237634928032123,4.095642774008017,11.81257770962111,6.311282701050944,1.2359276323667854
C1712,T_Cell,Tumor,4.97802354768175,6.623156689478178,10.69569475938291,3.298969710843055,1.4616420654755928,10.816722328147279,7.277765661116466
C1713,Fibroblast,Tumor,5.078005636953865,4.4558772992419104,4.256608697740621,12.839103521149227,3.5719750610089362,4.789166495041659,10.935240411795052
C1714,Cancer,Tumor,5.355685427465013,13.247593300844716,3.0302044074613135,3.0155114661863913,10.60039663026213,5.1901481995636045,0.6847976994286643
C1715,Cancer,Tumor,5.192772411598203,14.508061635592853,4.53252196158535,6.559213280561311,9.709803623031178,7.668071040072426,2.1700939989678885
C1716,Fibroblast,Tumor,4.396529407030427,3.637797364965007,4.092495459585838,12.304599695815307,4.147443515758891,3.291751956688371,9.585064646303143
C1717,T_Cell,Tumor,5.121742846186984,5.126439041580291,10.95909227542514,3.6765585135867767,1.5588509881379031,11.032250558172226,6.45824478081328
C1718,Fibroblast,Tumor,6.076247167197336,6.077020000893835,3.789418416972319,11.997703981975755,3.278087772934632,3.2753372100592992,12.205520428046118
C1719,T_Cell,Tumor,5.288244763638978,3.523183452586533,12.416543816909238,2.7011062711783693,1.3625422415223456,9.7917744739434,7.238350520811955
C1720,Fibroblast,Tumor,5.858303948390529,7.08473956189844,1.5055698181990598,14.285204736767565,3.3819679940830247,4.552843281276827,9.741238731394725
C1721,Fibroblast,Tumor,5.5207268228922075,5.76359147394999,1.829135788885752,11.810847296285441,3.2736315016411814,2.5325494632738526,9.89167881992892
C1722,Cancer,Tumor,5.6994186172286785,13.769419094429686,6.278822307405387,4.476366547593976,11.184306537183218,11.79525117930726,1.262049726726963
C1723,Fibroblast,Tumor,5.1314205844020035,4.776977125785625,2.1060763065135837,16.552164550369955,5.164179387809795,3.4120556956019827,10.659367426894422
C1724,Fibroblast,Tumor,5.241027142241673,4.18422064061839,3.2527761807319386,13.739414129058956,3.831293683344889,1.1376195374363012,11.496349838495247
C1725,T_Cell,Tumor,5.103624568120876,3.775316285501625,11.675264253697065,5.042415659760437,2.5382190647868055,8.486336638040743,7.79152428288063
C1726,T_Cell,Tumor,4.977340708507248,7.496753078852229,12.020938398958826,3.596219352711601,1.5070820530042277,10.980339530252303,6.63906928188317
C1727,Cancer,Tumor,5.357501319256806,14.51885754485372,2.7333305535133254,4.196510009635507,8.364124712147554,7.656362322340866,1.4262588178773241
C1728,Cancer,Tumor,4.723226293171941,12.760627192857257,3.893174614798595,3.8515204663646765,11.337733276261867,7.904449901300988,0.7772034110520284
C1729,T_Cell,Tumor,6.004637990856376,2.57957861570447,12.860210599142263,2.793101540158987,4.198842273767233,10.336578811374421,6.889516628315602
C1730,T_Cell,Tumor,4.53530440678579,2.618108261812706,11.957101311418187,2.7108796997314233,2.150381501256015,12.19966828428821,6.282476848095869
C1731,Fibroblast,Healthy_Control,5.394607283506117,4.473031558710648,2.121973499180326,14.908963413736874,2.05311182778667,3.5325850775230263,11.017065368191886
C1732,Fibroblast,Tumor,5.7086757287574335,3.308938265038672,2.3662519371448143,13.264543775238243,4.451212012111412,2.4069842450065684,10.561464778142867
C1733,T_Cell,Tumor,4.88829948521916,4.2266230056245435,10.706423690544312,3.157970768362892,3.0740357029050402,11.592778035942121,7.437946151063353
C1734,Fibroblast,Tumor,4.452393261284179,5.260202228365755,2.5532796549651526,13.136237427902596,1.4690742788087987,2.40957436272792,11.734585229430776
C1735,Fibroblast,Tumor,5.58301178871625,7.817702262226448,1.604100314700978,13.666882504447042,2.9787628559065786,4.461269200524629,11.905757442175913
C1736,Cancer,Tumor,5.077158236364222,13.336708811337063,3.055576452238675,2.2299268297137265,10.079427798589322,7.431234468897589,1.5252613797146914
C1737,T_Cell,Tumor,5.395644851885887,2.246955533442997,12.13306242975937,3.1157527482217326,0.6907110380542463,11.30818986314049,7.424991003414028
C1738,Fibroblast,Tumor,4.921161124347212,7.175499304895155,3.944134844718378,13.671962266380564,2.005190870887344,5.074583486350974,10.650275208897963
C1739,Cancer,Tumor,5.913421297787495,12.207731158448652,1.9153510291545355,2.16144371078193,11.056193089685667,6.501021126881312,0.9114106050873598
C1740,T_Cell,Tumor,4.028074000334982,2.176460166294045,10.958027676199393,3.5499943052960994,1.911205019987638,12.181733811594494,6.042785383074303
C1741,T_Cell,Tumor,5.165422830302508,7.10826884300812,13.668506378890685,2.4545557219887453,1.0908849896292354,12.83434515091606,7.251006815209424
C1742,Cancer,Tumor,5.687689274892201,15.513861539404417,1.8251312723413438,3.674262148884924,9.29021658901096,6.215523775107982,0.06461878009473399
C1743,Cancer,Tumor,5.027739393923725,14.465470249912034,5.5386021037689765,6.799096067007569,8.927182893744815,10.158203388538386,2.1110672490598104
C1744,Fibroblast,Tumor,5.127526777824175,3.678106609182709,2.1086367242022024,13.180060148604927,2.9165828408112695,2.391801448376045,10.748838007965222
C1745,Fibroblast,Healthy_Control,4.764389870332054,3.434044150586686,2.1134256409643206,12.310819789159329,3.6332387298814846,2.2814504217629663,10.79512380134046
C1746,T_Cell,Healthy_Control,4.985463876239932,2.9577507369483507,12.741557906657619,3.5831101889814385,3.1698145948860263,9.340411160214567,7.471795490362232
C1747,Cancer,Tumor,4.21096905692894,13.379867955135317,3.4016499410521908,3.877860138803913,9.291277307586881,4.149058654415297,0.21634648092139375
C1748,Cancer,Tumor,4.631117757194485,13.681451063009328,4.848954609388382,2.4226095294023686,9.537289435933406,6.281371916039301,1.344597298706048
C1749,Fibroblast,Tumor,4.599662194403858,2.274921875900307,1.5403786047701529,11.866925101244878,3.3488088482121365,3.2088761709842437,12.104902077888983
C1750,T_Cell,Tumor,5.31859284296572,2.7814738693296897,12.38429723423753,2.425085093400624,2.8773103941840494,9.200312614135314,6.801283625902285
C1751,Cancer,Tumor,4.699555101395121,11.740966562820788,2.803894501024648,3.257870678926382,10.210043601325552,6.4951203321893765,0.5738096205587936
C1752,Fibroblast,Tumor,4.713119868501955,3.852695995976388,2.006584067258967,12.844542967175146,4.294624809326817,4.989077778167429,10.757414844725574
C1753,T_Cell,Tumor,4.791120857210911,3.852938818870634,14.2416937026445,4.741739136045246,4.132981184381288,12.787215254187394,7.916236864512891
C1754,T_Cell,Tumor,4.6171813934433255,7.139446044478606,12.071987947255161,3.93372304762354,0.6767226457504745,10.475843102740765,6.464422457663874
C1755,Cancer,Tumor,5.110504259330124,14.291914612301186,2.788577642297806,3.425312541532557,11.659900170979316,6.3199985207093565,0.422060719902688
C1756,Fibroblast,Tumor,5.16617202740593,3.061210757881636,3.297943867058138,11.850517284684395,4.338107764792867,4.126457813069867,10.673178464530965
C1757,Cancer,Tumor,5.401947086118747,13.482778865597172,1.6240460551581255,4.085133003700463,8.943239246724279,5.92153186624523,0.5166800077613756
C1758,T_Cell,Tumor,5.309912972408785,4.4686817623733015,10.89770155795366,6.4045184454353095,2.3084228579449144,10.234353267311446,5.420616177233063
C1759,T_Cell,Healthy_Control,5.257213195427148,4.067665091141254,11.554778642456458,4.413489109767115,2.498606064540366,11.411628745759826,7.52757014293562
C1760,T_Cell,Tumor,4.814574699912454,4.619426060790871,12.153880983969163,2.658955452698073,0.9980776038132184,12.608327614792632,7.7336338708233034
C1761,Cancer,Tumor,4.783871324049519,14.294234678321853,4.304535475567218,3.1636818237194055,9.790174477996203,7.0121633041026445,1.7933067594596657
C1762,T_Cell,Tumor,4.561074709384594,3.417343097168675,11.135483170811895,3.858349458928009,1.9942623197478282,12.040696179692395,7.625437977901246
C1763,Fibroblast,Tumor,4.552877692348477,3.0837779144196125,1.9829103376141601,15.25653983296964,2.004499016038107,3.0058809410831238,10.715545407477514
C1764,T_Cell,Tumor,5.07253444852979,3.024215134670024,12.34909929415881,2.61669605323678,1.5495633636989403,7.448523961708398,7.946228119777475
C1765,Cancer,Tumor,4.630662883531042,12.677486052127303,2.72323499197085,2.8348861356474324,11.485025644698393,5.700051356275336,1.0601513120661687
C1766,T_Cell,Tumor,5.75995725907813,2.529405069711219,10.525466257688363,3.26350710064883,3.9151731846912323,8.918878314284699,7.000360973954299
C1767,Fibroblast,Tumor,4.9566097528554875,7.296396375496885,2.1124193927871864,13.169667235256641,1.9891688872326125,5.499067382040363,10.409432224573354
C1768,Fibroblast,Tumor,5.778987126773398,3.9186329810383453,2.6829889226405323,14.31176336476613,1.1983886922130886,2.4500852697879996,10.018520060067633
C1769,T_Cell,Healthy_Control,5.267191402543436,3.540163736702297,11.707101958721474,3.613355810522283,3.2527656797595546,10.65147421577529,6.554901820761095
C1770,Fibroblast,Tumor,4.604031658747687,3.12874449788334,2.930284107521247,12.078003579039137,5.142165046352449,1.1541607012311914,12.560451906731906
C1771,T_Cell,Tumor,4.944488669735869,4.375739155346159,10.866112899666192,2.659764558243698,2.783024697590362,8.760275076144698,8.073349697709864
C1772,Cancer,Tumor,4.210298825009152,15.795702339602666,2.7275549405898385,2.685410927746536,9.592890511003922,8.11622464317778,2.0425847870708447
C1773,T_Cell,Tumor,5.070593806386563,4.868856967257139,12.870357564043593,1.5821624722390957,1.0020307654147529,9.924917350774521,6.7000135010402575
C1774,Cancer,Tumor,4.646231337236489,15.232024988377372,1.114746020918544,4.513675890307061,10.476871878570917,6.91033307280189,1.1841273009026816
C1775,Cancer,Tumor,4.452179773344145,13.02754459134264,2.5967749202270007,3.460248741706327,11.007923520927754,7.695625032507892,2.6993092774141894
C1776,Fibroblast,Healthy_Control,5.790964937908621,3.7397111040724536,1.6594201251758394,12.764731388485677,2.2973649445696442,4.311504878699022,11.015619364477585
C1777,Fibroblast,Tumor,5.513861864080679,3.042021092760346,2.8164292388639565,14.47319034408541,3.111839131577614,5.4837304155229205,11.55345580455219
C1778,Cancer,Tumor,5.498730428145141,13.893584384993868,1.7462831590566916,3.6606809204704978,9.471507041306678,6.727876024009877,1.112395855129231
C1779,T_Cell,Tumor,5.37887583042163,5.942434607163813,11.972643623116374,2.156380041936826,2.635163664313319,11.999030535469334,6.7918787253036355
C1780,T_Cell,Healthy_Control,4.398576226981889,4.392476278516105,13.825558908306395,4.056890301441224,0.5,13.307637954611275,7.546468632916389
C1781,Fibroblast,Tumor,4.780352931919184,6.756950607921883,2.070948276248188,15.232589780929544,3.23713634597455,3.790772157664878,10.485217747990431
C1782,T_Cell,Healthy_Control,4.809517667669918,3.373155642392548,11.170762466990421,3.159945770856311,1.527290670706969,9.388162593158079,7.243788890051728
C1783,T_Cell,Tumor,4.195087400153515,2.794892160764488,11.443476069489233,3.2376265370195334,4.158307281076587,11.148410172391916,6.5097732659626955
C1784,Cancer,Tumor,4.706295773199157,14.509890533325612,3.1562164299111966,3.4319128795933276,10.14936753872436,7.551542407107319,1.85712751043571
C1785,Cancer,Tumor,4.711417128779359,13.910323932617331,2.04450744340858,2.205989431986539,10.581063242059004,7.129165173848023,0.9887691729415169
C1786,Cancer,Tumor,5.0381115101767096,14.210415938685356,2.515617272499726,3.4706402887178833,9.095498016388488,5.962721428492731,2.7267956544254615
C1787,Fibroblast,Tumor,6.404954403907364,3.9881964894192405,2.2901567997888024,12.459576301260402,2.648671642744613,2.8477276421659763,10.955030475088725
C1788,T_Cell,Tumor,4.964826316469878,3.1417661034029756,11.44611375713421,3.3036160128109078,2.234861447735587,10.416658888676139,7.542143856648229
C1789,T_Cell,Tumor,5.038370589248557,4.020902623025767,12.168255694386678,3.4990706629051487,1.532650442364055,10.750904069513068,6.9855373670326655
C1790,Cancer,Tumor,4.852548038413266,15.331226428811728,3.4034969153633448,3.9516996552432344,9.63081788708959,11.58490080230996,1.1490407584807074
C1791,Cancer,Tumor,5.355106539883734,15.533649996683984,1.7622177586630186,4.00043561910027,10.099646251325213,8.971548128992453,1.9020128212248553
C1792,Fibroblast,Tumor,4.469774951323665,3.1359795963046158,3.164244186654483,12.430076438965994,1.6320254810198012,3.4786292879466902,11.807661040243257
C1793,T_Cell,Tumor,6.011023524030093,4.072674936800242,16.90127182507623,3.5245013082954015,1.4005803616252601,14.546501195679312,5.98615248528792
C1794,Cancer,Tumor,4.913948034502319,16.400047513803344,4.698185867175483,4.553659245156997,10.676531250780435,9.347605862375639,1.5917247830182621
C1795,Cancer,Tumor,4.782875953962722,13.160676349410739,2.3107904208986834,2.253946145706589,9.504672250908746,5.152679352492942,1.4243368796751863
C1796,T_Cell,Tumor,5.480658455864236,2.9592312778407486,11.9705495596718,5.923746152912497,5.076121968724439,9.794786992953497,7.146839735067538
C1797,Fibroblast,Tumor,4.552115272800575,4.9961298778219865,2.8151984769203993,12.394109408897851,2.931127117608705,3.815353634975212,11.947693485724358
C1798,Cancer,Tumor,5.34525365603424,14.688084491635237,3.303781579802843,5.6958844802913084,8.56014366360442,6.49237707489824,2.0713943901277974
C1799,T_Cell,Healthy_Control,5.723785288090763,2.7646278567085236,11.48155206505686,2.408183681969324,2.2871161022938216,10.290281528049004,7.80965453510846
C1800,T_Cell,Healthy_Control,4.856842234874364,2.2543765598146015,11.607958991083438,3.249335693443693,1.0201808763643676,10.517816901453273,7.184172043579988
C1801,Fibroblast,Tumor,6.105783637216774,4.044042825407365,2.2450141064791076,13.104594784836216,3.1781253312354223,1.0,10.696465923395301
C1802,Fibroblast,Healthy_Control,5.305434610485381,3.2176991355949367,4.061301775699253,12.099151127922703,2.3686038914443444,1.3247623064510639,9.30264389660564
C1803,T_Cell,Tumor,5.3120024996536905,2.0332459994400787,12.148326564089928,4.178508196305103,1.42013306943743,9.057076268608585,7.990725864814076
C1804,Cancer,Tumor,5.701387985607169,12.918979532901382,3.1560872400817432,4.250642102605832,10.98260771289895,6.820066854479027,-0.2500930692317096
C1805,Fibroblast,Tumor,5.85403257172518,4.66036413503903,4.22664775197205,14.070639680890903,1.702237965884316,3.6233719496923382,12.111298668041215
C1806,T_Cell,Tumor,5.106843679373614,3.5451635180089416,13.246993104613647,3.047605662451553,1.4312895804908652,15.126294857616081,7.51864938450953
C1807,Cancer,Tumor,5.386819500920548,16.61001707414087,3.994700548701857,2.6201832394544624,9.34466759972663,9.520705983836663,2.877987266102849
C1808,Fibroblast,Tumor,5.718746792668128,1.7566227047865453,4.205825064093066,14.776106848937676,4.39261782958839,6.829068142507953,11.185998073532161
C1809,T_Cell,Tumor,4.430757352448075,6.08509446417743,13.726395746473674,3.5549829610981987,1.541302925694279,14.15690705632241,7.350210060955432
